objectid,artistid,publication_date_messy,date,catalog,catalog_2_orig_ref,description,page_header,title,series,creator,signature,seal,date_text,publisher,carver,printer,impression_quality,colors,condition,genre,misc,format_print,size_sheet,size_image,lit//ref lit,collections,location,latitude,longitude,image_small,image_thumb,filename,type,format,print_link
ihl-1972,, July 1915,1915,IHL.1972,"IHL Catalog  #242, #1972",Title  [Sawamura] Sōnosuke [in the role of] Koharu  (宗之助の小春 Sōnosuke no Koharu) - printed in upper right of image and as shown below on the page the print is tipped to., [Sawamura] Sōnosuke [in the role of] Koharu  (宗之助の小春 Sōnosuke no Koharu) - printed in upper right of image and as shown below on the page the print is tipped to., [Sawamura] Sōnosuke [in the role of] Koharu  (宗之助の小春 Sōnosuke no Koharu) - printed in upper right of image and as shown below on the page the print is tipped to., Magazine: Shin Nigao (New Portraits) volume unknown 新似顔　第一年貮編, Yamamura Toyonari (1885-1942),Yamamura Kōka ga 山村耕花 畫 - printed on original display page.,Ka 花, July 1915,  Nigaodō 似顔洞, Igami Bonkotsu (1875-1933),,Impression  IHL Cat. #242 and #1972: excellent,Colors  IHL Cat. #242 and #1972:excellent,Condition  IHL Cat. #242 and #1972:good - light soiling,Genre  shin hanga (new prints); nigao-e,,Format  koban,H x W Paper  IHL Cat. #242: 7 1/4 x 4 5/8 in. (18.6 x 11.7 cm) IHL Cat. #1972 mounting page: 10 x 7 in. (25.4 x 17.8 cm) IHL Cat. #1972 print: 7 1/4 x 4 5/8 in. (18.6 x 11.7 cm),,"Reference Literature  Shin-Hanga: New Prints in Modern Japan, Kendall Brown, Hollis Goodall-Cristante, Los Angeles County Museum of Art, 1996, p.49, fig. 52.","Collections This Print  The Tsubouchi Memorial Theatre Museum of Waseda University 201-0471; Smithsonian Freer|Sackler S2003.8.3438; The British Museum 1991,1112,0.193.2 (entire magazine, only front cover shown); Art Research Center Ritsumeikan University  BM-SJ193-02  (British Museum's copy of entire magazine with all pages shown)",,,,ihl-1972_sm.jpg,ihl-1972_th.jpg,ihl-1972.jpg,Image;StillImage,image/jpeg,
ihl-1973,, unknown,,IHL.1973,IHL Catalog  #1973, untitled Odori (dance), untitled Odori (dance), untitled Odori (dance),,   Kaburaki Kiyokata (1878-1972),  Kiyokata 清方 above seal," 紫 ""shi"" (see above)", unknown, unknown,,,,Colors  excellent,Condition  excellent,Genre  shin hanga (new prints),,Format  oban,H x W Paper  9 1/2 x 14 5/16 in. (24.1 x 36.4 cm),,Reference Literature,Collections This Print,,,,ihl-1973_sm.jpg,ihl-1973_th.jpg,ihl-1973.jpg,Image;StillImage,image/jpeg,
ihl-1974,,"March 26, 1877 (Meiji 11) 明治十年三月廿六日御届",1877,IHL.1974,IHL Catalog  #1974, Kagoshima Shinbun: Illustration of the Battle of Yamagaguchi  鹿兒嶋新聞　山鹿口戰之圖 Kagoshima Shinbun: Yamagaguchi sensō no zu, Kagoshima Shinbun: Illustration of the Battle of Yamagaguchi  鹿兒嶋新聞　山鹿口戰之圖 Kagoshima Shinbun: Yamagaguchi sensō no zu, Kagoshima Shinbun: Illustration of the Battle of Yamagaguchi  鹿兒嶋新聞　山鹿口戰之圖 Kagoshima Shinbun: Yamagaguchi sensō no zu,, Adachi Ginkō (active 1874 – 1897),,,"March 26, 1877 (Meiji 11) 明治十年三月廿六日御届",Kobayashi Tsunekichi 小林常吉 [Marks: seal not shown; pub. ref. 259] Left side of cartouche:     left column - 出板人 小林常吉 Kobayashi               Tsunekichi;     right column - 水谷町四番地 publisher's address reading        Hatchōbori Mizutanichō 4-banchi Right side of cartouche:     left column - 画工 artist 安達平七 Adachi Heishichi;     right column - 堀江町二丁目二番地 artist's address,   not given,,,Colors  excellent,Condition  fair - numerous wormholes throughout,Genre  nishiki-e; sensō-e,,Format  vertical oban triptych,H x W Paper   R: 14 5/16 x 9 3/4 in. (34.9 x 23.5 cm)  C: 14 3/8 x 9 5/8 in. (36.5 x 24.4 cm) L: 14 1/8 x 9 5/8 in. (35.9 x 24.4),H x W Image  R: 14 1/8 x 9 1/8 in. (34.9 x 23.5 cm)  C: 14 1/8 x 9 7/16 in. (34.9 x 24 cm) L: 14 1/16 x 9 3/8 in. (35.7 x 23.8 cm),Reference Literature,Collections This Print,,,,ihl-1974_sm.jpg,ihl-1974_th.jpg,ihl-1974.jpg,Image;StillImage,image/jpeg,
ihl-1975,, c. 1950s,1950,IHL.1975,IHL Catalog  #1975, Ichiriki Teahouse (一力茶屋 Ichikiri Chaya), Ichiriki Teahouse (一力茶屋 Ichikiri Chaya), Ichiriki Teahouse (一力茶屋 Ichikiri Chaya), Life of Kyoto,   Wada Sanzō (1883-1967),   not signed,Sanzō, c. 1950s,宮脇美風扇版 Miyawaki Bifū Ōgi han (Transliteration of is unclear. Other possible readings are Miyawaki Mifū Ōgi han and Miyawaki Bifūsen-han. Ōgi suggests that this dealt in fan prints.  It is possible that the is the present day company Kyoto Miyawaki Baisennan’京都宮脇賣扇庵 which deals in decorative fans.),,,,Colors  excellent,Condition  excellent,Genre  shin hanga,,Format  chuban,H x W Paper  9 3/8 x 13 in. (23.8 x 33 cm),H x W Image  7 3/8 x 10 in. (18.7 x 25.4 cm),Reference Literature,Collections This Print,,,,ihl-1975_sm.jpg,ihl-1975_th.jpg,ihl-1975.jpg,Image;StillImage,image/jpeg,
ihl-1976,,,,IHL.1976,IHL Catalog #1976,,,,,,,,,,,,,,,,,,,,,,,,,ihl-1976_sm.jpg,ihl-1976_th.jpg,ihl-1976.jpg,Image;StillImage,image/jpeg,
ihl-1977,," not dated, likely sometime between 1890 and 1920",1890,IHL.1977,IHL Catalog  #1977,睨ッ子 [睨っこ] Glaring Contest Note: The above is my guess at the meaning of the title,睨ッ子 [睨っこ] Glaring Contest Note: The above is my guess at the meaning of the title,睨ッ子 [睨っこ] Glaring Contest Note: The above is my guess at the meaning of the title,, Unknown,,," not dated, likely sometime between 1890 and 1920", unknown,,,,Colors  excellent,Condition  excellent - light toning throughout,Genre  manga; ponchi-e,,Format  chuban,H x W Paper   9 3/8 x  6 7/16 in. (23.8 x 16.4 cm),H x W Image  8 5/16 x 5 9/16 in. (21.1 x 14.1 cm),Literature,Collections This Print,,,,ihl-1977_sm.jpg,ihl-1977_th.jpg,ihl-1977.jpg,Image;StillImage,image/jpeg,
ihl-1978,," 明治二十二年三月 日 March 1889 (Meiji 22, 3rd month) see top of publisher's seal below",1889,IHL.1978,IHL Catalog  #1978,Title (Description)  Illustration of [The Emperor’s Carriage] Departing the Imperial Palace [over] Nijūbashi  宮城御出門貳重橋圖 [宮城御出門二重橋図],(Description)  Illustration of [The Emperor’s Carriage] Departing the Imperial Palace [over] Nijūbashi  宮城御出門貳重橋圖 [宮城御出門二重橋図],(Description)  Illustration of [The Emperor’s Carriage] Departing the Imperial Palace [over] Nijūbashi  宮城御出門貳重橋圖 [宮城御出門二重橋図],, Utagawa Kunimasa IV (1848-1920),,," 明治二十二年三月 日 March 1889 (Meiji 22, 3rd month) see top of publisher's seal below",Hasegawa Sonokichi 長谷川園吉 [Marks: seal not shown; pub. ref. 101] 印刷兼発行者日本橋区 小傳馬町三丁 目 十七バンチ  長谷川園吉printer and publisherNihonbashi-ku Kotenmachō sanchōme 17-banchiHasegawa Sonokichi,,,, Colors  excellent,Condition  good - almost full size; removed from album backing; minor paper damage repaired verso,Genre  nishiki-e; kaika-e,,Format  vertical ōban triptych,H x W Paper   R: 14 1/4 x 9 1/8 in. (36.2 x 23.2 cm)   C: 14 1/4 x 9 1/2 in. (36.2 x 24.1 cm)   L: 14 1/4 x 9 3/8 in. (36.2 x 23.8 cm),H x W Image  R: 14 1/16 x 9 1/8 in. (35.7 x 23.2 cm)  C: 14 x 9 1/2 in. (35.6 x 24.1 cm)  L: 13 7/8 x 8 15/16 (35.2 x 22.7 cm),Literature,Collections This Print,,,,ihl-1978_sm.jpg,ihl-1978_th.jpg,ihl-1978.jpg,Image;StillImage,image/jpeg,
ihl-1979,, July 1915,1915,IHL.1979,IHL Catalog  #1979,Title  Nizaemon in the roll of Gonpachi 権八 仁左衛門    as printed on original presentation sheet, Nizaemon in the roll of Gonpachi 権八 仁左衛門    as printed on original presentation sheet, Nizaemon in the roll of Gonpachi 権八 仁左衛門    as printed on original presentation sheet, Magazine: Shin Nigao (New Portraits) volume 2 新似顔　第一年貮編,   Ishii Hakutei (1882-1958),  柏亭 筆 Hakutei hitsu 石井柏亭 畫 Ishii Hakutei ga printed on bottom of magazine page print was originally tipped to,no seal, July 1915,  Nigaodō 似顔洞, Igami Bonkotsu (1875-1933),Igami Bonkotsu (1875-1933),Impression  excellent,Colors  excellent,Condition  excellent,Genre  shin hanga (new prints) nigao-e,,Format  koban,H x W Paper  7 1/16 x 4 3/4 in. (17.9 x 12.1 cm),H x W Image  6 1/4 x 4 1/2 in. (15.9 x 11.4 cm),Reference Literature,"Collections This Print  Honolulu Museum of Art 27496; The British Museum 1991,1112,0.193.2 (entire magazine, only front cover shown); Art Research Center Ritsumeikan University  BM-SJ193-02  (British Museum's copy of entire magazine with all pages shown)",,,,ihl-1979_sm.jpg,ihl-1979_th.jpg,ihl-1979.jpg,Image;StillImage,image/jpeg,
ihl-1980,, April 1898 (as printed in left margin 明治卅一年四月 日印刷仝月 日発行),1898,IHL.1980,IHL Catalog  #1980,Title (Description)  Ichikawa Danjūrō 市川団十郎 as Sendo [Ferryman] Tonbei 船頭頓兵衛 [in the play Shinrei Yaguchi no watashi 神霊矢口渡],(Description)  Ichikawa Danjūrō 市川団十郎 as Sendo [Ferryman] Tonbei 船頭頓兵衛 [in the play Shinrei Yaguchi no watashi 神霊矢口渡],(Description)  Ichikawa Danjūrō 市川団十郎 as Sendo [Ferryman] Tonbei 船頭頓兵衛 [in the play Shinrei Yaguchi no watashi 神霊矢口渡], One Hundred Roles of Ichikawa Danjūrō 市川団十郎演芸百番 Ichikawa Danjūrō engei hyakuban, Toyohara Kunichika (1835–1900),国周筆 Kunichika hitsu, Toshidama below signature as shown above, April 1898 (as printed in left margin 明治卅一年四月 日印刷仝月 日発行),福田熊次郎 Fukuda Kumajirō [Marks: ref. 071; seal not shown], 二卋 渡辺彫栄 Nisei Watanabe Hori Ei ,,,Colors  excellent,"Condition  excellent - margins slightly trimmed; unbacked, some bleeding of red ink in left margin; bleeding of red ink into green area lower right of print; minor soiling in white hair",Genre  ukiyo-e; yakusha-e,,Format  vertical oban,H x W Paper   13 15/16 x 9 3/8 in. (35.4 x 23.8 cm),H x W Image  13 1/8 x 8 9/16 in. (33.3 x 21.7 cm),Literature,"Collections This Print  Smart Museum of Art, The University of Chicago 2015.558;Honolulu Museum of Art 26510; Waseda University Cultural Resource Database 007-1801 and 007-1936",,,,ihl-1980_sm.jpg,ihl-1980_th.jpg,ihl-1980.jpg,Image;StillImage,image/jpeg,
ihl-1981,, not dated; likely c. 1883/1890,1883,IHL.1981,IHL Catalog  #1981," Rough Tales of the Floating World told on Eastern Brocades: Sekiguchi Yatarō, Araki Mataemon Yoshimura, Kimura Matazō, Musashibō Benkei  東錦浮世稿談 関口弥太郎 荒木又右エ門吉村 木村又藏 武蔵坊辨慶Note: I have used Robert Schaap's English translation of 東錦浮世稿談 (Azuma nishiki ukiyo kōdan).Other English translations seen are:Story of Brocades of the East in the Floating World Tales of the Floating World in Eastern Brocade Tales of the Floating World on Eastern Brocade"," Rough Tales of the Floating World told on Eastern Brocades: Sekiguchi Yatarō, Araki Mataemon Yoshimura, Kimura Matazō, Musashibō Benkei  東錦浮世稿談 関口弥太郎 荒木又右エ門吉村 木村又藏 武蔵坊辨慶Note: I have used Robert Schaap's English translation of 東錦浮世稿談 (Azuma nishiki ukiyo kōdan).Other English translations seen are:Story of Brocades of the East in the Floating World Tales of the Floating World in Eastern Brocade Tales of the Floating World on Eastern Brocade"," Rough Tales of the Floating World told on Eastern Brocades: Sekiguchi Yatarō, Araki Mataemon Yoshimura, Kimura Matazō, Musashibō Benkei  東錦浮世稿談 関口弥太郎 荒木又右エ門吉村 木村又藏 武蔵坊辨慶Note: I have used Robert Schaap's English translation of 東錦浮世稿談 (Azuma nishiki ukiyo kōdan).Other English translations seen are:Story of Brocades of the East in the Floating World Tales of the Floating World in Eastern Brocade Tales of the Floating World on Eastern Brocade",, Mizuno Toshikata (1866-1908),年方 画 Toshikata ga (3 of the 4 )年方 Toshikata (1 of the 4 ),of the artist  no seal, not dated; likely c. 1883/1890, unknown,,,,Colors  excellent,Condition  good - full size; not backed; diagonal folds bottom corners,Genre  ukiyo-e; musasha-e,,Format  vertical oban,H x W Paper   14 1/2 x 9 5/8 in. (36.8 x 24.4 cm),H x W Image  13 13/16 x 9 1/4 in. (35.1 x 23.5 cm) dimensions of outside of gray border   6 1/4 x 4 1/8 in. (15.9 x 10.5 cm) dimensions of each of the four images within the gray border,Literature,Collections This Print,,,,ihl-1981_sm.jpg,ihl-1981_th.jpg,ihl-1981.jpg,Image;StillImage,image/jpeg,
ihl-1982,, 1995/1999,1995,IHL.1982,IHL Catalog  #1982,Title  Zen-2, Zen-2, Zen-2,,   Maki Haku (1924-2000),,, 1995/1999, self-published (39/111),,,,Colors  excellent,Condition  excellent,Genre  sosaku-hanga (creative print),,,H x W Paper  16 x 8 in. (21.7 x 14.6 cm),"H x W Image  14 7/8 x 6 3/4 in. (17 x 11.9 cm) area within the rectangular ""plate"" line.",Reference Literature,Collections This Print,,,,ihl-1982_sm.jpg,ihl-1982_th.jpg,ihl-1982.jpg,Image;StillImage,image/jpeg,
ihl-1983,, 1951 (originally 1940/1941),1951,IHL.1983,IHL Catalog  #1983, 蕎麦の出前もち [Soba no demae-mochi] - Soba Deliveryman, 蕎麦の出前もち [Soba no demae-mochi] - Soba Deliveryman, 蕎麦の出前もち [Soba no demae-mochi] - Soba Deliveryman," Occupations of Shōwa Japan in Pictures, 2 (also seen translated as ""Compendium of Occupations in the Shōwa Era"" and ""Japanese Vocations in Pictures"") Shōwa shokugyō e-zukushi 昭和職業繪盡 (also seen written as 昭和職業絵尽し and 昭和職業繪盡し), dainishū (第二輯)",   Wada Sanzō (1883-1967),  三造 Sanzō,"of Artist 三造 ""Sanzō""", 1951 (originally 1940/1941),Kyoto Hangain 京都版画院,,Printer   摺大野 suri [printer] Ono [likely Ono Chiyozō],Impression  excellent,Colors  excellent,Condition  excellent - minor printer marks top margin and possible foxing bottom margin,Genre  shin hanga,,Format  dai-oban,H x W Paper  11 1/2 x 15 7/8 in. (28.6 x 41.3 cm),H x W Image  10 1/4 x 13 1/4 in. (28.6 x 41.3 cm) [measurement includes signature and seal],"Reference Literature  Memories of Shōwa: Impressions of Working Life by Wada Sanzō, Maureen de Vries and Daphne van der Molen, Nihon no hanga, 2021","Collections This Print  Museum of Fine Arts, Boston 2015.3204;  San Diego Museum of Art 1965.77.u; Art Gallery of Greater Victoria 1997.020,009",,,,ihl-1983_sm.jpg,ihl-1983_th.jpg,ihl-1983.jpg,Image;StillImage,image/jpeg,
ihl-1984,," November 8, 1894 明治廿七年十一月八日發行",1894,IHL.1984,IHL Catalog  #1984," Illustrated Account of the Sino-Japanese War, Volume 2  日清戦闘畫報* 第二編 (Nisshin Sentō Gahō, daini hen)   *typically seen written as 日清戦闘画報 [also written as 日清戰鬪畫報 and 日清戰鬥畫報]"," Illustrated Account of the Sino-Japanese War, Volume 2  日清戦闘畫報* 第二編 (Nisshin Sentō Gahō, daini hen)   *typically seen written as 日清戦闘画報 [also written as 日清戰鬪畫報 and 日清戰鬥畫報]"," Illustrated Account of the Sino-Japanese War, Volume 2  日清戦闘畫報* 第二編 (Nisshin Sentō Gahō, daini hen)   *typically seen written as 日清戦闘画報 [also written as 日清戰鬪畫報 and 日清戰鬥畫報]",,  Kubota Beisen (1852-1906)  [assisted by his son Kubota Beisai 久保 田米齊 (1874-1937)] detail from colophon 著作者 久保田米僊 [author Kubota Beisen] 著作者 久保田米齊 [author Kubota Beisai],,," November 8, 1894 明治廿七年十一月八日發行",Ōkura Yasugorō detail from colophon 発行兼 印刷者 大倉保五郎 [and printer Ōkura Yasugorō] 発行所 大倉書店   [publishing house Ōkura shoten], Umezawa Minokichi 剞劂人 梅澤巳之吉 [carver Umezawa Minokichi],"Printer  Sugihara Benjirō 杉原辨次郎 [note: although the printing of the first three volumes is attributed to Sugihara, he is not listed as the printer in the colophon until volume 4 when his place of business 杉原活版所 Sugihara kappanjo (Sugihara print shop) is also listed. The colophon of this volume lists Ōkura Yasugorō, the publisher as the printer.]",Impression  excellent,Colors  excellent,Condition  good - worm damage in first leaf only,Genre  ehon 絵本; senso-e,,Format  fukurotoji,H x W Paper  6 11/16 x 9 1/4 in. (17 x 23.5 cm),,"Reference Literature  Japan at the Dawn of the Modern Age – Woodblock Prints from the Meiji Era, Louise E. Virgin, Donald Keene, et. al., MFA Publications, 2001, ill. 23, p. 63; In Battle's Light: Woodblock Prints of Japan's Early Modern Wars, Elizabeth de Sabato Swinton, Worcester Art Museum, 1991, p. 14; The World of the Meiji Print: Impressions of a New Civilization, Julia Meech-Pekarik, Weatherhill, 1986 p. 206; Conflicts of Interest: Art and War in Modern Japan, Philip K. Hu, et. al., Saint Louis Museum of Art, 2016, p. 158-160.","Collections This Book  Museum of Fine Arts, Boston 2000.338 (Volume 3); Victoria & Albert Museum E.2531-1925 (volumes 1-5 and 8); Rijksmuseum Netherlands RP-P-2005-594;  Japanese Special Collection in Sterling Memorial Library at Yale University, ID #1121 (Volume 3); UCLA Libraries and Collections Record ID 2035932 (Volumes 1-3); University of Chicago Library Call No.: J6289.2 2269 (Volumes 1-3); Cornell University Library call number Asai Rare DS765.K95 (Volumes 1-11); Williamsburg Research Libraries Partnership Swem Library DS765 .K82 v.1 (Volumes 1-11); Columbia University Libraries East Asian SPECIAL COLL. DS765.K82 1894 (Volumes 1-11); Brown University Library Hay MilitaryDS765.K83x 1894 (Volumes 1-8); Harvard University HOLLIS: 007566215 (Volumes 1-11); National Diet Library (Volumes1-3, 6, 8); National Institute of Japanese Literatue (volumes 1-11); St. Louis Museum of Art 854.2010, 855.2010, 848.2010 (Volumes 4, 5, 8)",,,,ihl-1984_sm.jpg,ihl-1984_th.jpg,ihl-1984.jpg,Image;StillImage,image/jpeg,
ihl-1985,, February 1954,1954,IHL.1985,IHL Catalog  #1091; #1985,Title  Spring, Spring, Spring,,   Yoshida Chizuko (1924-2017),not signed, not sealed, February 1954,  self-published,,Printer  self-printed,Impression  IHL Cat. #1901; #1985: excellent,Colors  IHL Cat. #1901: good - possibly minor fading IHL Cat. #1985: good,Condition  IHL Cat. #1901: good  IHL Cat. #1985: good - minor overall toning,Genre  sosaku hanga (creative print),,Format  oban,H x W Paper  IHL Cat. #1091: 16 5/16 x 11 5/16 in. (41.4 x 28.7 cm) IHL Cat. #1985: 15 15/16 x 10 7/8 in. (40.5 x 27.6 cm),H x W Image  IHL Cat. #1091: 14 3/4 x 9 5/8 in. (37.5 x 24.4 cm) IHL Cat. #1985: 14 3/4 x 9 5/8 in. (37.5 x 24.4 cm),Reference Literature,Collections This Print,,,,ihl-1985_sm.jpg,ihl-1985_th.jpg,ihl-1985.jpg,Image;StillImage,image/jpeg,
