objectid,temp sort,Note,Christin Newell,page_header,title,series,date_first_issued (cew new),date,date_text,creator,signature,seal,description,misc,publisher,carver,printer,Author (cew new),Editor (cew new),publication_date_messy,impression_quality,colors,condition,genre,format_print,size_image,size_sheet,lit//ref lit,collections,catalog,catalog_altform,catalog_2_orig_ref,location,latitude,longitude,type,format,filename,image_thumb,artistid (temporarily using for notes-cew),image_small,print_link
ihl-1951,,,,(Description) Ashiya Dōman Ōuchi Kagami蘆屋道満大内鑑A Courtly Mirror of Ashiya Dōman) Also seen translated as Mirror of the Imperial Court during the time of Ashiya Dōman,(Description) Ashiya Dōman Ōuchi Kagami蘆屋道満大内鑑A Courtly Mirror of Ashiya Dōman) Also seen translated as Mirror of the Imperial Court during the time of Ashiya Dōman,,March 1891 (Meiji 24)明治廿四年三月 日 出版,1891,March 1891 (Meiji 24)明治廿四年三月 日 出版,Utagawa Kunimasa IV 四代 歌川国政 (1848-1920),,,Title (Description) Ashiya Dōman Ōuchi Kagami蘆屋道満大内鑑A Courtly Mirror of Ashiya Dōman) Also seen translated as Mirror of the Imperial Court during the time of Ashiya Dōman,,Tusjiokaya Kamekichi [Marks pub. ref. 549; seal not shown]seal reads綱島亀吉 Tsunajima Kamekichi (the family name),,,,,March 1891 (Meiji 24)明治廿四年三月 日 出版,,Colors excellent,Condition good - three sheets joined; unbacked; minor soiling; minor wrinkling,Genre ukiyo-e; yakusha-e,Format vertical ōban triptych,H x W Image 14 x 27 3/4 in. (35.6 x 70.5 cm),H x W Paper 14 1/4 x 27 7/8 in. (36.2 x 70.8 cm),Literature,Collections This Print,IHL.1951,IHL.1951,IHL Catalog #1951,,,,Image;StillImage,image/jpeg,ihl-1951.jpg,ihl-1951_th.jpg,,ihl-1951_sm.jpg,
ihl-1952,,,CN Complete,日光戰場原 Nikko Senjōgahara (as titled in table of contents),日光戰場原 Nikko Senjōgahara (as titled in table of contents),Book Nihon no sansui 日本の山水,1946,1946,1946,Maekawa Senpan 前川千帆 (1888-1960)," センパン [""senpan"" in katakana]",not sealed,"Picturing the Senjōgahara marshlands in Nikko National Park, this print is often confused with Maekawa's similar print titled Nikko Yunomoto from the first volume of Senpan's series Hot Spring Notes (Hanga yokusen fu), published in 1941.  (See ""For Reference: Niko Yunomoto from Hot Spring Notes"" below.)
This print, IHL Cat. #1952, was published as part of the 1946 book titled Nihon no sansui, shown below.",n.a.,published by 富岳本社Fugaku honsha (as shown on book's colophon)left: seal appearing on print's verso reading:高見澤本社版 [Takamizawa honsha han within the Fugaku honsha seal],n.a.,n.a.,,,1946,Impression excellent,Colors excellent,Condition excellent - some foxing upper left corner,Genre sōsaku hanga,Format FSC-GR-780.393.1-2,H x W Image 6 1/8 x 4 11/16 in. (15.6 x 11.9 cm),H x W Paper 613/16 x 5 9/16 in. (17.3 x 14.1 cm ),n.a.,Collections This Print Smithsonian InstitutionFreer and Sackler GalleriesFSC-GR-780.393.1-2,IHL.1952,IHL.1952,IHL Catalog #1952,,,,Image;StillImage,image/jpeg,ihl-1952.jpg,ihl-1952_th.jpg,,ihl-1952_sm.jpg,
ihl-1958,,,CN Complete,"Vive La ヴィヴ・ラnote: also seen titled as Vive La France; 桌上的花 (Flowers on the Table); Hanga-do catalog No. 104 titled the print ""Anemone"" as shown above.","Vive La ヴィヴ・ラnote: also seen titled as Vive La France; 桌上的花 (Flowers on the Table); Hanga-do catalog No. 104 titled the print ""Anemone"" as shown above.",Kawanishi hide hangashū. 2 川西英版画集. 2,1980,1980,1980,Kawanishi Hide 川西英 (1894-1965), not signed,英 Hide,"This print is marked marked 見本 sample print in the upper left margin. The black ink marks (printer marks) in the lower left of the image area and the absence of  ""ひで"" (Hide in kana) in the circular area of the artist seal in the lower right corner of the image (see detail below) are consistent with a trial print not mean to be sold. The editioned print is shown below for reference as is the original edition of this print issued in 1957 which used a different color scheme.

I believe the editioned print was one of five ""original"" woodblock prints included in the book Kawanishi Hide Hangashū 2, issued in 1980 by Keishōsha and edited by Hide's son Kawanishi Yuzaburō 川西祐三郎 (1923-2014). ",n.a.,形象社 Keishōsha,n.a.,n.a.,,,1980,Impression good - minor mis-registration,Colors excellent,Condition good - printers marks,Genre sōsaku hanga,n.a.,H x W Image 19 x 13 1/8 in. (48.3 x 33.3 cm),H x W Paper 21 3/8 x 14 1/2 in. (54.3 x 36.8 cm),n.a.,n.a.,IHL.1958,IHL.1958,IHL Catalog #1958,,,,Image;StillImage,image/jpeg,ihl-1958.jpg,ihl-1958_th.jpg,,ihl-1958_sm.jpg,https://pages.uoregon.edu/jsmacollections/home/artists/kawanishi-hide-1894-1965/vive-la.html
ihl-1959,,,,"Wang Xiang, No. 7 (Catching Fish for His Stepmother in Winter)  第七號王祥","Wang Xiang, No. 7 (Catching Fish for His Stepmother in Winter)  第七號王祥",Juxtaposed Pictures of Twenty-four Paragons of Filial Piety 二十四孝見立画合 nijūshikō mitate awase  [also seen translated asThe Twenty-four Paragons of Filial Piety with Modern Parallels;A Contrasting Parody of the Twenty-four Paragons of Filial Devotion andParody of 24 Paragons of Filial Piety],"明治廿三年八月一日印刷 Meiji 23rd year, 8th month, first day, printed note: publication/issuance date left blank August 1890",1890,"明治廿三年八月一日印刷 Meiji 23rd year, 8th month, first day, printed note: publication/issuance date left blank August 1890",Yōshū Chikanobu 楊洲周延 (1838-1912),楊洲周延YōshūChikanobu,no artist's seal,"Wang Xiang, No. 7 (Catching Fish for His Stepmother in Winter)  第七號王祥",,長谷川常二郎 Hasegawa Tsunejirō (seal of the firm Shimizuya Tsunejirō)[Marks: pub. ref. 496; seal not shown],Hori Chō彫朝,,,,"明治廿三年八月一日印刷 Meiji 23rd year, 8th month, first day, printed note: publication/issuance date left blank August 1890",,Colors excellent,"Condition good – original album backing, light toning and minor soiling",Genre ukiyo-e,Format ōban,H x W Image 13 5/16 x 8 13/16 in. (33.8 x 22.4 cm),H x W Paper 13 15/16 x 9 3/8 in. (35.4 x 24.8 cm),Literature,"Collections This Print Scripps College SC98.4.17; Princeton University Library, Cotsen Children's Library (CTSN). 55216 [entire bound album of 24 prints]",IHL.1959,IHL.1959,IHL Catalog #1959,,,,Image;StillImage,image/jpeg,ihl-1959.jpg,ihl-1959_th.jpg,,ihl-1959_sm.jpg,
ihl-2056,,,,Timepiece and Lamp[時計とラシプ Tokei to ranpu],Timepiece and Lamp[時計とラシプ Tokei to ranpu],n/a,1971 [stamp appearing verso],1971,1971 [stamp appearing verso],Sumio Kawakami 川上澄生 (1895-1972), not signed,of Artist Sumi seal,Title Timepiece and Lamp[時計とラシプ Tokei to ranpu],,Hotta Watchmakers堀田時計店,self-carved,Printer self-printed,,,1971 [stamp appearing verso],Impression excellent,Colors excellent,Condition IHL Cat. #1299: good - multiple spots of foxingIHL Cat. #2056: excellent,Genre sōsaku hanga,,H x W Image IHL Cat. #1299: 8 5/16 x 5 11/16in. (21.1 x 14.4 cm)IHL Cat. #2056: 8 5/16 x 5 11/16 in.. (21.1 x 14.4 cm),H x W Paper IHL Cat. #1299: 10 11/16 x 9 1/2 in. (27.1 x 24.1 cm)IHL Cat. #2056: 10 11/16 x 9 1/2 in.(27.1 x 24.1 cm),Reference Literature,Collections This Print Yokohama Museum of Art 83-PRJ-028,IHL.2056,IHL.2056,IHL Catalog #1299 and #2056,,,,Image;StillImage,image/jpeg,ihl-2056.jpg,ihl-2056_th.jpg,,ihl-2056_sm.jpg,https://pages.uoregon.edu/jsmacollections/home/artists/kawakami-sumio-1895---1972-/timepiece-and-lamp.html
ihl-2057,,print was never entered on MJH website,CN Complete,n.a.,The Charred Ruins of the Hongôza Theater (Hongôza no yakeato),Collection of Woodblock Prints of the Taishō Earthquake-Thirty-Six Scenes (Taishō Shinkasai mokuhangashū 大正震火災木版画集),1924,1924,1924,Tamura Saiten 田村彩天 (1889-1933),Saiten 彩天,unread red circular artist seal,"One of 36 prints in the series. Prints were issued monthly, 3 prints per month, for the entire year. Yearly subscription price was 17 yen. Each group of prints sold for 1 yen 50 sen.",n.a.,Gahōsha 畫報社,n.a.,n.a.,,,1924,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,IHL.2057,IHL.2057,IHL Catalog #2057,,,,Image;StillImage,image/jpeg,ihl-2057.jpg,ihl-2057_th.jpg,,ihl-2057_sm.jpg,
ihl-1960,,,,"Tanzi, No. 10 (He Fed His Parent's Doe's Milk) 第十號剡子","Tanzi, No. 10 (He Fed His Parent's Doe's Milk) 第十號剡子",Juxtaposed Pictures of Twenty-four Paragons of Filial Piety二十四孝見立画合 nijūshikō mitate awase [also seen translated asThe Twenty-four Paragons of Filial Piety with Modern Parallels;A Contrasting Parody of the Twenty-four Paragons of Filial Devotion andParody of 24 Paragons of Filial Piety],"明治廿三年 月 日 印刷Meiji 23rd year, printednote: publication/issuance date left blankAugust 1890",1890,"明治廿三年 月 日 印刷Meiji 23rd year, printednote: publication/issuance date left blankAugust 1890",Yōshū Chikanobu 楊洲周延 (1838-1912),楊洲周延YōshūChikanobu,no artist's seal,"Tanzi, No. 10 (He Fed His Parent's Doe's Milk) 第十號剡子",,長谷川常二郎 Hasegawa Tsunejirō (seal of the firm Shimizuya Tsunejirō)[Marks: pub. ref. 496; seal not shown],Hori Chō彫朝,,,,"明治廿三年 月 日 印刷Meiji 23rd year, printednote: publication/issuance date left blankAugust 1890",,Colors excellent,"Condition good – original album backing, light toning and minor soiling",Genre ukiyo-e,Format ōban,H x W Image 13 1/4 x 8 7/8 in. (33.7 x 22.5 cm),H x W Paper 13 15/16 x 9 3/8 in. (35.4 x 24.8 cm),"Literature Chikanobu: Modernity and Nostalgia in Japanese Prints, Bruce A. Coats, Hotei Publishing, 2006, p. 156, pl. 173.","Collections This Print Scripps College SC98.4.20;Princeton University Library, Cotsen Children's Library (CTSN). 55216 [entire bound album of 24 prints]",IHL.1960,IHL.1960,IHL Catalog #1960,,,,Image;StillImage,image/jpeg,ihl-1960.jpg,ihl-1960_th.jpg,,ihl-1960_sm.jpg,
ihl-1963,,,,"WagōSoga Homare no Fujiyama (also referred to as MegumiSoga Homare no Fujiyama andWagōSoga Homare no Fuji) 和合曽我誉富士 Note: I have seen the play's translated into English as Harmonious Soga, A Mountain of Honor","WagōSoga Homare no Fujiyama (also referred to as MegumiSoga Homare no Fujiyama andWagōSoga Homare no Fuji) 和合曽我誉富士 Note: I have seen the play's translated into English as Harmonious Soga, A Mountain of Honor",N/A,March 1875,1875,March 1875,Utagawa Yoshitaki 歌川芳滝 (1841-1899),Yoshitaki histsu 芳滝筆from the three sheets of the triptych,not sealed,"WagōSoga Homare no Fujiyama (also referred to as MegumiSoga Homare no Fujiyama andWagōSoga Homare no Fuji) 和合曽我誉富士 Note: I have seen the play's title translated into English as Harmonious Soga, A Mountain of Honor",,Awabun han阿波文抜 owner: Awaya Bunzō 阿波屋文蔵 firm name:Juōdō 寿桜堂 [Marks: pub. ref. 022; seal ref. 25-061]publisher's marks from the three sheets of the triptych,,,,,March 1875,,Colors excellent,"Condition fair - extensive paper damage to right side of center sheet, repaired verso; minor paper damage left edge of right sheet; paper repair upper right edge of left sheet; overall light toning",Genre ukiyo-e; yakusha-e; kamigata-e,Format vertical chūban triptych,H x W Image right: 9 3/4 x 7 in. (24.8 x 17.8 cm)center: 9 5/8 x 7 1/16 in. (24.4 x 17.9 cm)left: 9 13/16 x 7 in. (24.9 x 17.8 cm),H x W Paper right: 10 1/2 x 7 1/16 in. (26.7 x 17.9 cm)center: 10 3/16 x 7 9/16 in. (25.9 x 19.2 cm)left: 10 1/4 x 7 3/8 in. (26 x 18.7 cm),Literature,Collections This Print,IHL.1963,IHL.1963,IHL Catalog #1963,,,,Image;StillImage,image/jpeg,ihl-1963.jpg,ihl-1963_th.jpg,,ihl-1963_sm.jpg,
ihl-2060,cew added 20220302 -needs extra cleaning,,CN Complete,"In Queue - 19th Century Woodblock Prints
Ukiyo-e and Other 19th Century Woodblock Prints
In the Collection - Not Yet Fully Documented
as of 9/1/2021
","Children Who Like Fights (Sōtō wo Konomu Warabe 争闘を好む童男), from the series Little Child Pictures for Home Entertainment",Little Child Pictures for Home Entertainment,,1873,1873,Utagawa Kuniteru II ニ代 歌川国輝 (1830-1874)[attributed to the school of],n.a.,n.a.,,n.a.,n.a.,n.a.,n.a.,,,,n.a.,n.a.,n.a.,n.a.,n.a.,image: 13 x 8 3/4 in., sheet: 13 1/2 x 9 1/8 in.,n.a.,n.a.,IHL.2060,IHL.2060,IHL Catalog #2060,,,,Image;StillImage,image/jpeg,ihl-2060.jpg,ihl-2060_th.jpg,,ihl-2060_sm.jpg,
ihl-2061,,,,"Business Trip to Saga, Hizen Province (九百十三号No. 913)肥前国佐賀へ出張","Business Trip to Saga, Hizen Province (九百十三号No. 913)肥前国佐賀へ出張",Newspaper TokyoNichi Nichi Shinbun東京日々新聞,September 1875,1875,September 1875,Utagawa Yoshiiku 歌川芳幾 (1833-1904),Keisai Yoshiiku 恵斎芳幾,Yoshiiku 芳幾 (as shown above),"Business Trip to Saga, Hizen Province (九百十三号No. 913)肥前国佐賀へ出張",,"Gusokuya Kahei 具足屋嘉兵衛, [Marks: pub. ref. 085; seal ref. 24-031]seal reading:top: 人形町 Ningyōchōbottom: 具足屋 Gusokuya",Horieiホリ栄,,,,September 1875,Impression excellent,Colors excellent,Condition good - minor wrinkling; several wormholes; thinning upper margin; not backed; full size,Genre ukiyo-e; nishiki-e shinbun,Format vertical ōban,H x W Image 13 7/16 x 9 1/4 in. (34.1 x 23.5 cm),H x W Paper 14 1/2 x 9 5/8 in. (36.8 x 24.4 cm),Literature,Collections This Print Waseda University Library 10　8059　43;The University of Tokyo Digital Archives Ono Hideo Collection N057; Edo-Tokyo Museum 90200117,IHL.2061,IHL.2061,IHL Catalog #2061,,,,Image;StillImage,image/jpeg,ihl-2061.jpg,ihl-2061_th.jpg,,ihl-2061_sm.jpg,
ihl-2062,,,,"A Geiko in Niigata, Echigo Province, Loses Savings (七百八号 No. 708)越後の国新潟の芸妓に","A Geiko in Niigata, Echigo Province, Loses Savings (七百八号 No. 708)越後の国新潟の芸妓に",Newspaper TokyoNichi Nichi Shinbun東京日々新聞,December 1874戌十二,1874,December 1874戌十二,Utagawa Yoshiiku 歌川芳幾 (1833-1904),Keisai Yoshiiku (恵斎芳幾),芳幾 Yoshiiku (see above),"A Geiko in Niigata, Echigo Province, Loses Savings (七百八号 No. 708)越後の国新潟の芸妓に",,"Gusokuya Kahei 具足屋嘉兵衛, [Marks: pub. ref. 085; seal ref. 24-031]seal reading:top: 人形町 Ningyōchōbottom: 具足屋 Gusokuya",Watanabe Horiei渡辺彫栄,,,,December 1874戌十二,Impression excellent,Colors excellent,"Condition fair - large brown stain across 2/3 of banner at top, top margin trimmed, 1/2 cut in top margin",Genre ukiyo-e; nishiki-e shinbun,Format vertical ōban,H x W Image 13 5/16 x 9 3/16 in. (33.8 x 23.3),H x W Paper 14 3/16 x 9 9/16 in. (36 x 24.3 cm),Literature,Collections This Print Waseda University Library 10 08059 0012;The University of Tokyo Digital Archives Ono Hideo Collection N024; National Diet Library 本別7-522,IHL.2062,IHL.2062,IHL Catalog #2062,,,,Image;StillImage,image/jpeg,ihl-2062.jpg,ihl-2062_th.jpg,,ihl-2062_sm.jpg,
ihl-1966,cew added 20220302 -needs extra cleaning,,,,The sumo Terukuni Manzō 照國 万藏 from an untitled series of sumo portraits,,,1940,1940,Okuyama Gihachirō 奥山儀八郎(1907-1981,,,"The sumo Terukuni Manzō 照國 万藏 from an untitled series of sumo portraits, undated (c. early 1940s) Okuyama Gihachirō (1907-1981) image: 6 3/4 x 9 1/8 in. sheet: 8 x 10 1/4 in.",,,,,,,,,,,,,,,,,IHL.1966,IHL.1966,IHL Catalog #1966,,,,Image;StillImage,image/jpeg,ihl-1966.jpg,ihl-1966_th.jpg,,ihl-1966_sm.jpg,
ihl-2064,,,,Evening View of Hamaōtsu 濱大津夕景 [浜大津夕景] Hamaōtsu yukei,Evening View of Hamaōtsu 濱大津夕景 [浜大津夕景] Hamaōtsu yukei,NewEight Views of Ōmi ShinŌmi hakkei 新近江八景,this edition likely c. 1950-1960s; originally c. 1937,1950,this edition likely c. 1950-1960s; originally c. 1937,Tokuriki Tomikichirō 徳力富吉郎 (1902-2000), unsigned,富吉ロ Tomikichirō,Evening View of Hamaōtsu 濱大津夕景 [浜大津夕景] Hamaōtsu yukei,,Uchida bijutsu shoshi内田美術書肆 [note: there is no publisher's mark on print],,,,,this edition likely c. 1950-1960s; originally c. 1937,Impression excellent,Colors excellent,"Condition excellent - several spots in sky, discoloration lower left margin",Genre sōsaku hanga,Format shikishiban,H x W Image 11 1/8 x 9 7/8 in. (28.3 x 25.1 cm),H x W Paper 11 5/8 x 10 5/16 in. (29.5 x 26.2 cm),Reference Literature,Collections This Print,IHL.2064,IHL.2064,IHL Catalog #2064,,,,Image;StillImage,image/jpeg,ihl-2064.jpg,ihl-2064_th.jpg,,ihl-2064_sm.jpg,
ihl-2065,,,,"Okunikkō奥日光label on verso reading前田政雄「奥日光」Maeda Masao ""Okunikkō""","Okunikkō奥日光label on verso reading前田政雄「奥日光」Maeda Masao ""Okunikkō""",Hanga Kanshōkai Sakuhin-shū 版画鑑賞会作品集Collection of Works by the Woodblock Print Appreciation Society,1960/1961(originally 1959/1960),1960,1960/1961(originally 1959/1960),Maeda Masao 前田政雄 (1904-1974), unsigned,政 Masa,"Title Okunikkō奥日光label on verso reading前田政雄「奥日光」Maeda Masao ""Okunikkō""",,版画鑑賞会竹芳洞 Hanga Kanshōkai and Chikuhōdō,likely self-carved,Printer likely Chikuhōdō,,,1960/1961(originally 1959/1960),Impression excellent,Colors excellent,Condition excellent,Genre sōsaku hanga,Format yotsugiri,H x W Image 4 5/16 x 7 1/8 in. (12.2 x 18.1 cm),H x W Paper 4 1/2 x 7 1/2 in. (11.4 x 19.1 cm),Reference Literature,Collections This Print Honolulu Museum of Art 32148,IHL.2065,IHL.2065,IHL Catalog #2065,,,,Image;StillImage,image/jpeg,ihl-2065.jpg,ihl-2065_th.jpg,,ihl-2065_sm.jpg,
ihl-2066,,,,Timepiece and Lamp [時計とラシプ Tokei to ranpu],Timepiece and Lamp [時計とラシプ Tokei to ranpu],n/a,stamp appearing verso 一九七一堀田1971 Hotta,1971,stamp appearing verso 一九七一堀田1971 Hotta,Sumio Kawakami 川上澄生 (1895-1972), not signed,of Artist Sumi seal,Timepiece and Lamp [時計とラシプ Tokei to ranpu],,Hotta Watchmakers堀田時計店,self-carved,Printer self-printed,,,stamp appearing verso 一九七一堀田1971 Hotta,Impression excellent,Colors excellent,Condition excellent,Genre sōsaku hanga,,H x W Image 8 3/8 x 9 7/16 in.(21.3 x 24 cm),H x W Paper 9 1/2 x 10 3/4 inin.(24.1 x 27.3 cm),Reference Literature,Collections This Print,IHL.2066,IHL.2066,IHL Catalog #2066,,,,Image;StillImage,image/jpeg,ihl-2066.jpg,ihl-2066_th.jpg,,ihl-2066_sm.jpg,https://www.myjapanesehanga.com/home/artists/kawakami-sumio-1895---1972-/lamp-clock-and-mug.html
ihl-2067,cew added 20220302 -needs extra cleaning,,CN Complete,"In Queue - 19th Century Woodblock Prints
Ukiyo-e and Other 19th Century Woodblock Prints
In the Collection - Not Yet Fully Documented
as of 9/1/2021
","Illustration of a Sawyer, Kobiki no zu 木挽の図 ","浮世絵 ""Ukiyo-e"" magazine",,1915,1915,unknown,n.a.,n.a.,"[anamorphosis picture appearing in the July 1915 issue of 浮世絵 ""Ukiyo-e"" magazine, scabbard print 鞘繪 (saya-e) 所へ鞘をあてて見るべし ]  ",n.a.,浮世絵社 (Ukiyo-e sha),n.a.,n.a.,,,,n.a.,n.a.,n.a.,n.a.,n.a.,image: 7 1/2 x 10 1/4 in.,sheet: 8 1/2 x 10 7/8 in.,n.a.,n.a.,IHL.2067,IHL.2067,IHL Catalog #2067,,,,Image;StillImage,image/jpeg,ihl-2067.jpg,ihl-2067_th.jpg,,ihl-2067_sm.jpg,
